HGNC ID	Approved Symbol	Approved Name	Entrez Gene ID	Entrez Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:24118	PARP9	poly(ADP-ribose) polymerase family member 9	83666	83666	ENSG00000138496
HGNC:25895	PARP10	poly(ADP-ribose) polymerase family member 10	84875	84875	ENSG00000178685
HGNC:1186	PARP11	poly(ADP-ribose) polymerase family member 11	57097	57097	ENSG00000111224
HGNC:21919	PARP12	poly(ADP-ribose) polymerase family member 12	64761	64761	ENSG00000059378
HGNC:29232	PARP14	poly(ADP-ribose) polymerase family member 14	54625	54625	ENSG00000173193
HGNC:26876	PARP15	poly(ADP-ribose) polymerase family member 15	165631	165631	ENSG00000173200
HGNC:26040	PARP16	poly(ADP-ribose) polymerase family member 16	54956	54956	ENSG00000138617
HGNC:26074	PARPBP	PARP1 binding protein	55010	55010	ENSG00000185480
HGNC:30563	PARS2	prolyl-tRNA synthetase 2, mitochondrial	25973	25973	ENSG00000162396
HGNC:17263	PART1	prostate androgen-regulated transcript 1	25859	25859	ENSG00000152931
HGNC:50886	PARTICL	promoter of MAT2A antisense radiation-induced circulating long non-coding RNA	100630918	100630918	
HGNC:14652	PARVA	parvin alpha	55742	55742	ENSG00000197702
HGNC:14653	PARVB	parvin beta	29780	29780	ENSG00000188677
HGNC:14654	PARVG	parvin gamma	64098	64098	ENSG00000138964
HGNC:20686	PASD1	PAS domain containing repressor 1	139135	139135	ENSG00000166049
HGNC:17270	PASK	PAS domain containing serine/threonine kinase	23178	23178	ENSG00000115687
HGNC:8610	PAST1~withdrawn	symbol withdrawn, see EHD1			
HGNC:8611	PAST2~withdrawn	symbol withdrawn, see EHD2			
HGNC:8612	PAST3~withdrawn	symbol withdrawn, see EHD3			
HGNC:8613	PAST4~withdrawn	symbol withdrawn, see EHD4			
HGNC:24664	PATE1	prostate and testis expressed 1	160065	160065	ENSG00000171053
HGNC:32249	PATE2	prostate and testis expressed 2	399967	399967	ENSG00000196844
HGNC:35426	PATE3	prostate and testis expressed 3	100169851	100169851	ENSG00000236027
HGNC:35427	PATE4	prostate and testis expressed 4	399968	399968	ENSG00000237353
HGNC:28881	PATJ	PATJ, crumbs cell polarity complex component	10207	10207	ENSG00000132849
HGNC:26721	PATL1	PAT1 homolog 1, processing body mRNA decay factor	219988	219988	ENSG00000166889
HGNC:33630	PATL2	PAT1 homolog 2	197135	197135	ENSG00000229474
HGNC:13071	PATZ1	POZ/BTB and AT hook containing zinc finger 1	23598	23598	ENSG00000100105
HGNC:49670	PAUPAR	PAX6 upstream antisense RNA	103157000	103157000	ENSG00000281880
HGNC:8614	PAWR	pro-apoptotic WT1 regulator	5074	5074	ENSG00000177425
HGNC:45201	PAWRP1	pro-apoptotic WT1 regulator pseudogene 1	100420526	100420526	ENSG00000225533
HGNC:45202	PAWRP2	pro-apoptotic WT1 regulator pseudogene 2	100420535	100420535	
HGNC:8615	PAX1	paired box 1	5075	5075	ENSG00000125813
HGNC:8616	PAX2	paired box 2	5076	5076	ENSG00000075891
HGNC:8617	PAX3	paired box 3	5077	5077	ENSG00000135903
HGNC:8618	PAX4	paired box 4	5078	5078	ENSG00000106331
HGNC:8619	PAX5	paired box 5	5079	5079	ENSG00000196092
HGNC:8620	PAX6	paired box 6	5080	5080	ENSG00000007372
HGNC:53448	PAX6-AS1	PAX6 antisense RNA 1	440034	440034	
HGNC:8621	PAX7	paired box 7	5081	5081	ENSG00000009709
HGNC:8622	PAX8	paired box 8	7849	7849	ENSG00000125618
HGNC:49271	PAX8-AS1	PAX8 antisense RNA 1	654433	654433	ENSG00000189223
HGNC:8623	PAX9	paired box 9	5083	5083	ENSG00000198807
HGNC:13579	PAXBP1	PAX3 and PAX7 binding protein 1	94104	94104	ENSG00000159086
HGNC:39603	PAXBP1-AS1	PAXBP1 antisense RNA 1	100506215	100506215	ENSG00000238197
HGNC:50352	PAXBP1P1	PAX3 and PAX7 binding protein 1 pseudogene 1		106481704	ENSG00000233489
HGNC:8624	PAXIP1	PAX interacting protein 1	22976	22976	ENSG00000157212
HGNC:27328	PAXIP1-AS1	PAXIP1 antisense RNA 1 (head to head)	202781	202781	ENSG00000273344
HGNC:48958	PAXIP1-AS2	PAXIP1 antisense RNA 2	100132707	100132707	ENSG00000214106
HGNC:27849	PAXX	PAXX, non-homologous end joining factor	286257	286257	ENSG00000148362
HGNC:8625	PBCRA1	progressive bifocal chorioretinal atrophy 1	7948	7948	
HGNC:28790	PBDC1	polysaccharide biosynthesis domain containing 1	51260	51260	ENSG00000102390
HGNC:8626	PBDX~withdrawn	symbol withdrawn, see XG			
HGNC:8627	PBG1	pancreatic beta cell glycoprotein 1	5084	5084	
HGNC:8628	PBGD~withdrawn	symbol withdrawn, see HMBS			
HGNC:18282	PBK	PDZ binding kinase	55872	55872	ENSG00000168078
HGNC:23301	PBLD	phenazine biosynthesis like protein domain containing	64081	64081	ENSG00000108187
HGNC:8629	PBM1~withdrawn	symbol withdrawn, see AFF1			
HGNC:21079	PBOV1	prostate and breast cancer overexpressed 1	59351	59351	ENSG00000254440
HGNC:30064	PBRM1	polybromo 1	55193	55193	ENSG00000163939
HGNC:8631	PBT~withdrawn	symbol withdrawn, see KIT			
HGNC:8632	PBX1	PBX homeobox 1	5087	5087	ENSG00000185630
HGNC:8633	PBX2	PBX homeobox 2	5089	5089	ENSG00000204304
HGNC:8635	PBX2P1	PBX homeobox 2 pseudogene 1	5088	5088	ENSG00000244171
HGNC:8634	PBX3	PBX homeobox 3	5090	5090	ENSG00000167081
HGNC:13403	PBX4	PBX homeobox 4	80714	80714	ENSG00000105717
HGNC:21199	PBXIP1	PBX homeobox interacting protein 1	57326	57326	ENSG00000163346
HGNC:8636	PC	pyruvate carboxylase	5091	5091	ENSG00000173599
HGNC:8637	PCA3	prostate cancer associated 3	50652	50652	ENSG00000225937
HGNC:8639	PCANAP1~withdrawn	symbol withdrawn, see STEAP2			
HGNC:8640	PCANAP2~withdrawn	symbol withdrawn, see SLC45A3			
HGNC:8641	PCANAP5~withdrawn	symbol withdrawn, see ANO7			
HGNC:8643	PCANAP7~withdrawn	symbol withdrawn, see SYT7			
HGNC:8644	PCANAP8~withdrawn	symbol withdrawn, see SLC45A3			
HGNC:8645	PCAP	predisposing for prostate cancer		7834	
HGNC:34383	PCARE	photoreceptor cilium actin regulator	388939	388939	ENSG00000179270
HGNC:43022	PCAT1	prostate cancer associated transcript 1	100750225	100750225	ENSG00000253438
HGNC:45089	PCAT2	prostate cancer associated transcript 2	103164619	103164619	
HGNC:24853	PCAT4	prostate cancer associated transcript 4	118425	118425	ENSG00000251321
HGNC:48665	PCAT5	prostate cancer associated transcript 5	102578074	102578074	ENSG00000280719
HGNC:43714	PCAT6	prostate cancer associated transcript 6	100506696	100506696	ENSG00000228288
HGNC:48824	PCAT7	prostate cancer associated transcript 7	101928099	101928099	ENSG00000231806
HGNC:48977	PCAT14	prostate cancer associated transcript 14	101978785	101978785	ENSG00000280623
HGNC:49211	PCAT18	prostate cancer associated transcript 18	728606	728606	ENSG00000265369
HGNC:49593	PCAT19	prostate cancer associated transcript 19	100505495	100505495	ENSG00000267107
HGNC:50895	PCAT29	prostate cancer associated transcript 29	104472713	104472713	
HGNC:8646	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	5092	5092	ENSG00000166228
HGNC:24474	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2	84105	84105	ENSG00000132570
HGNC:8647	PCBP1	poly(rC) binding protein 1	5093	5093	ENSG00000169564
HGNC:42948	PCBP1-AS1	PCBP1 antisense RNA 1	400960	400960	ENSG00000179818
HGNC:8648	PCBP2	poly(rC) binding protein 2	5094	5094	ENSG00000197111
HGNC:49150	PCBP2-OT1	PCBP2 overlapping transcript 1	102157401	102157401	ENSG00000282977
HGNC:8649	PCBP2P1	poly(rC) binding protein 2 pseudogene 1	101060045	101060045	ENSG00000235701
HGNC:8650	PCBP2P2	poly(rC) binding protein 2 pseudogene 2	286157	286157	
HGNC:39032	PCBP2P3	poly(rC) binding protein 2 pseudogene 3	100131236	100131236	ENSG00000248826
HGNC:8651	PCBP3	poly(rC) binding protein 3	54039	54039	ENSG00000183570
HGNC:33548	PCBP3-OT1~withdrawn	symbol withdrawn, see PCBP3			
HGNC:8652	PCBP4	poly(rC) binding protein 4	57060	57060	ENSG00000090097
HGNC:8653	PCCA	propionyl-CoA carboxylase subunit alpha	5095	5095	ENSG00000175198
HGNC:39901	PCCA-AS1	PCCA antisense RNA 1		100885777	ENSG00000234650
HGNC:8654	PCCB	propionyl-CoA carboxylase subunit beta	5096	5096	ENSG00000114054
HGNC:8655	PCDH1	protocadherin 1	5097	5097	ENSG00000156453
HGNC:8658	PCDH2~withdrawn	symbol withdrawn, see PCDHGC3			
HGNC:8659	PCDH7	protocadherin 7	5099	5099	ENSG00000169851
HGNC:8660	PCDH8	protocadherin 8	5100	5100	ENSG00000136099
HGNC:39937	PCDH8P1	protocadherin 8 pseudogene 1	100133285	100133285	ENSG00000225510
HGNC:8661	PCDH9	protocadherin 9	5101	5101	ENSG00000184226
HGNC:39897	PCDH9-AS1	PCDH9 antisense RNA 1		100874065	ENSG00000234527
HGNC:39896	PCDH9-AS2	PCDH9 antisense RNA 2		100874064	ENSG00000228842
HGNC:40427	PCDH9-AS3	PCDH9 antisense RNA 3		100874086	ENSG00000225263
HGNC:40428	PCDH9-AS4	PCDH9 antisense RNA 4		100874087	ENSG00000233840
HGNC:13404	PCDH10	protocadherin 10	57575	57575	ENSG00000138650
HGNC:8656	PCDH11X	protocadherin 11 X-linked	27328	27328	ENSG00000102290
HGNC:15813	PCDH11Y	protocadherin 11 Y-linked	83259	83259	ENSG00000099715
HGNC:8657	PCDH12	protocadherin 12	51294	51294	ENSG00000113555
HGNC:14674	PCDH15	protocadherin related 15	65217	65217	ENSG00000150275
HGNC:14267	PCDH17	protocadherin 17	27253	27253	ENSG00000118946
HGNC:14268	PCDH18	protocadherin 18	54510	54510	ENSG00000189184
HGNC:14270	PCDH19	protocadherin 19	57526	57526	ENSG00000165194
HGNC:14257	PCDH20	protocadherin 20	64881	64881	ENSG00000280165
HGNC:23110	PCDH23~withdrawn	symbol withdrawn, see DCHS2			
HGNC:8662	PCDHA@	protocadherin alpha cluster, complex locus	56117	56117	
HGNC:8663	PCDHA1	protocadherin alpha 1	56147	56147	ENSG00000204970
HGNC:8668	PCDHA2	protocadherin alpha 2	56146	56146	ENSG00000204969
HGNC:8669	PCDHA3	protocadherin alpha 3	56145	56145	ENSG00000255408
HGNC:8670	PCDHA4	protocadherin alpha 4	56144	56144	ENSG00000204967
HGNC:8671	PCDHA5	protocadherin alpha 5	56143	56143	ENSG00000204965
HGNC:8672	PCDHA6	protocadherin alpha 6	56142	56142	ENSG00000081842
HGNC:8673	PCDHA7	protocadherin alpha 7	56141	56141	ENSG00000204963
HGNC:8674	PCDHA8	protocadherin alpha 8	56140	56140	ENSG00000204962
HGNC:8675	PCDHA9	protocadherin alpha 9	9752	9752	ENSG00000204961
HGNC:8664	PCDHA10	protocadherin alpha 10	56139	56139	ENSG00000250120
HGNC:8665	PCDHA11	protocadherin alpha 11	56138	56138	ENSG00000249158
HGNC:8666	PCDHA12	protocadherin alpha 12	56137	56137	ENSG00000251664
HGNC:8667	PCDHA13	protocadherin alpha 13	56136	56136	ENSG00000239389
HGNC:2163	PCDHA14	protocadherin alpha 14 pseudogene	26307	26307	ENSG00000249504
HGNC:8676	PCDHAC1	protocadherin alpha subfamily C, 1	56135	56135	ENSG00000248383
HGNC:8677	PCDHAC2	protocadherin alpha subfamily C, 2	56134	56134	ENSG00000243232
HGNC:8678	PCDHACT	protocadherin alpha constant	56119	56119	
HGNC:8679	PCDHB@	protocadherin beta cluster	56116	56116	
HGNC:8680	PCDHB1	protocadherin beta 1	29930	29930	ENSG00000171815
HGNC:8687	PCDHB2	protocadherin beta 2	56133	56133	ENSG00000112852
HGNC:8688	PCDHB3	protocadherin beta 3	56132	56132	ENSG00000113205
HGNC:8689	PCDHB4	protocadherin beta 4	56131	56131	ENSG00000081818
HGNC:8690	PCDHB5	protocadherin beta 5	26167	26167	ENSG00000113209
HGNC:8691	PCDHB6	protocadherin beta 6	56130	56130	ENSG00000113211
HGNC:8692	PCDHB7	protocadherin beta 7	56129	56129	ENSG00000113212
HGNC:8693	PCDHB8	protocadherin beta 8	56128	56128	ENSG00000120322
HGNC:8694	PCDHB9	protocadherin beta 9	56127	56127	ENSG00000177839
HGNC:8681	PCDHB10	protocadherin beta 10	56126	56126	ENSG00000120324
HGNC:8682	PCDHB11	protocadherin beta 11	56125	56125	ENSG00000197479
HGNC:8683	PCDHB12	protocadherin beta 12	56124	56124	ENSG00000120328
HGNC:8684	PCDHB13	protocadherin beta 13	56123	56123	ENSG00000187372
HGNC:8685	PCDHB14	protocadherin beta 14	56122	56122	ENSG00000120327
HGNC:8686	PCDHB15	protocadherin beta 15	56121	56121	ENSG00000113248
HGNC:14546	PCDHB16	protocadherin beta 16	57717	57717	ENSG00000272674
HGNC:14547	PCDHB17P	protocadherin beta 17 pseudogene	54661	54661	ENSG00000255622
HGNC:14548	PCDHB18P	protocadherin beta 18 pseudogene	54660	54660	ENSG00000146001
HGNC:14549	PCDHB19P	protocadherin beta 19 pseudogene	84054	84054	ENSG00000262096
HGNC:8695	PCDHG@	protocadherin gamma cluster		56115	
HGNC:8696	PCDHGA1	protocadherin gamma subfamily A, 1	56114	56114	ENSG00000204956
HGNC:8700	PCDHGA2	protocadherin gamma subfamily A, 2	56113	56113	ENSG00000081853
HGNC:8701	PCDHGA3	protocadherin gamma subfamily A, 3	56112	56112	ENSG00000254245
HGNC:8702	PCDHGA4	protocadherin gamma subfamily A, 4	56111	56111	ENSG00000262576
HGNC:8703	PCDHGA5	protocadherin gamma subfamily A, 5	56110	56110	ENSG00000253485
HGNC:8704	PCDHGA6	protocadherin gamma subfamily A, 6	56109	56109	ENSG00000253731
HGNC:8705	PCDHGA7	protocadherin gamma subfamily A, 7	56108	56108	ENSG00000253537
HGNC:8706	PCDHGA8	protocadherin gamma subfamily A, 8	9708	9708	ENSG00000253767
HGNC:8707	PCDHGA9	protocadherin gamma subfamily A, 9	56107	56107	ENSG00000261934
HGNC:8697	PCDHGA10	protocadherin gamma subfamily A, 10	56106	56106	ENSG00000253846
HGNC:8698	PCDHGA11	protocadherin gamma subfamily A, 11	56105	56105	ENSG00000253873
HGNC:8699	PCDHGA12	protocadherin gamma subfamily A, 12	26025	26025	ENSG00000253159
HGNC:8708	PCDHGB1	protocadherin gamma subfamily B, 1	56104	56104	ENSG00000254221
HGNC:8709	PCDHGB2	protocadherin gamma subfamily B, 2	56103	56103	ENSG00000253910
HGNC:8710	PCDHGB3	protocadherin gamma subfamily B, 3	56102	56102	ENSG00000262209
HGNC:8711	PCDHGB4	protocadherin gamma subfamily B, 4	8641	8641	ENSG00000253953
HGNC:8712	PCDHGB5	protocadherin gamma subfamily B, 5	56101	56101	ENSG00000276547
HGNC:8713	PCDHGB6	protocadherin gamma subfamily B, 6	56100	56100	ENSG00000253305
HGNC:8714	PCDHGB7	protocadherin gamma subfamily B, 7	56099	56099	ENSG00000254122
HGNC:8715	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene	56120	56120	ENSG00000248449
HGNC:15688	PCDHGB9P	protocadherin gamma subfamily B, 9 pseudogene	84055	84055	ENSG00000276545
HGNC:8716	PCDHGC3	protocadherin gamma subfamily C, 3	5098	5098	ENSG00000240184
HGNC:8717	PCDHGC4	protocadherin gamma subfamily C, 4	56098	56098	ENSG00000242419
HGNC:8718	PCDHGC5	protocadherin gamma subfamily C, 5	56097	56097	ENSG00000240764
HGNC:8719	PCDHGCT	protocadherin gamma constant	56118	56118	
HGNC:16212	PCED1A	PC-esterase domain containing 1A	64773	64773	ENSG00000132635
HGNC:28255	PCED1B	PC-esterase domain containing 1B	91523	91523	ENSG00000179715
HGNC:44166	PCED1B-AS1	PCED1B antisense RNA 1	100233209	100233209	ENSG00000247774
HGNC:44083	PCED1CP	PC-esterase domain containing 1C, pseudogene	646249	646249	ENSG00000231254
HGNC:30097	PCF11	PCF11, cleavage and polyadenylation factor subunit	51585	51585	ENSG00000165494
HGNC:52263	PCF11-AS1	PCF11 antisense RNA 1		106736475	ENSG00000269939
HGNC:30145	PCGEM1	PCGEM1, prostate-specific transcript	64002	64002	ENSG00000227418
HGNC:17615	PCGF1	polycomb group ring finger 1	84759	84759	ENSG00000115289
HGNC:12929	PCGF2	polycomb group ring finger 2	7703	7703	ENSG00000277258
HGNC:10066	PCGF3	polycomb group ring finger 3	10336	10336	ENSG00000185619
HGNC:28264	PCGF5	polycomb group ring finger 5	84333	84333	ENSG00000180628
HGNC:21156	PCGF6	polycomb group ring finger 6	84108	84108	ENSG00000156374
HGNC:30341	PCGF7P	polycomb group ring finger 7 pseudogene	253272	253272	ENSG00000268140
HGNC:8720	PCH1~withdrawn	entry withdrawn			
HGNC:8721	PCH2~withdrawn	entry withdrawn			
HGNC:8722	PCHC1~withdrawn	symbol withdrawn, see KRT17			
HGNC:13878	PCI~withdrawn	symbol withdrawn, see SERPINA5			
HGNC:25653	PCID2	PCI domain containing 2	55795	55795	ENSG00000126226
HGNC:16200	PCIF1	PDX1 C-terminal inhibiting factor 1	63935	63935	ENSG00000100982
HGNC:8724	PCK1	phosphoenolpyruvate carboxykinase 1	5105	5105	ENSG00000124253
HGNC:8725	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	5106	5106	ENSG00000100889
HGNC:28961	PCLAF	PCNA clamp associated factor	9768	9768	ENSG00000166803
HGNC:8726	PCLD~withdrawn	symbol withdrawn, see PRKCSH			
HGNC:13406	PCLO	piccolo presynaptic cytomatrix protein	27445	27445	ENSG00000186472
HGNC:8727	PCM1	pericentriolar material 1	5108	5108	ENSG00000078674
HGNC:8728	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	5110	5110	ENSG00000120265
HGNC:30483	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	115294	115294	ENSG00000168300
HGNC:38804	PCMTD1P1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 1	100874520	100874520	ENSG00000226061
HGNC:38805	PCMTD1P2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 2	100287647	100287647	ENSG00000260087
HGNC:38806	PCMTD1P3	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 3	100422595	100422595	ENSG00000234800
HGNC:51748	PCMTD1P4	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 4		107105258	
HGNC:51749	PCMTD1P5	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 5		107105260	
HGNC:51750	PCMTD1P6	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 6		107105255	
HGNC:51751	PCMTD1P7	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 7	107080553	107080553	ENSG00000282949
HGNC:51752	PCMTD1P8	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 8		107105257	
HGNC:15882	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	55251	55251	ENSG00000203880
HGNC:8729	PCNA	proliferating cell nuclear antigen	5111	5111	ENSG00000132646
HGNC:37184	PCNA-AS1	PCNA antisense RNA 1	100302739	100302739	
HGNC:8730	PCNAL~withdrawn	entry withdrawn			
HGNC:8731	PCNAP~withdrawn	entry withdrawn			
HGNC:8732	PCNAP1	proliferating cell nuclear antigen pseudogene 1	359806	359806	ENSG00000249065
HGNC:8733	PCNAP2	proliferating cell nuclear antigen pseudogene 2	359805	359805	
HGNC:43736	PCNAP3	proliferating cell nuclear antigen pseudogene 3	392454	392454	ENSG00000214009
HGNC:43737	PCNAP4	proliferating cell nuclear antigen pseudogene 4	390102	390102	ENSG00000254544
HGNC:30023	PCNP	PEST proteolytic signal containing nuclear protein	57092	57092	ENSG00000081154
HGNC:32440	PCNPP1	PEST containing nuclear protein pseudogene 1	654427	654427	ENSG00000258359
HGNC:41974	PCNPP2	PEST containing nuclear protein pseudogene 2	100128911	100128911	ENSG00000225856
HGNC:41975	PCNPP3	PEST containing nuclear protein pseudogene 3	729298	729298	ENSG00000213344
HGNC:41976	PCNPP4	PEST containing nuclear protein pseudogene 4		100874220	ENSG00000237089
HGNC:41977	PCNPP5	PEST containing nuclear protein pseudogene 5	100507361	100507361	ENSG00000177197
HGNC:16068	PCNT	pericentrin	5116	5116	ENSG00000160299
HGNC:32391	PCNT1~withdrawn	entry withdrawn			
HGNC:19740	PCNX1	pecanex 1	22990	22990	ENSG00000100731
HGNC:8736	PCNX2	pecanex 2	80003	80003	ENSG00000135749
HGNC:18760	PCNX3	pecanex 3	399909	399909	ENSG00000197136
HGNC:20349	PCNX4	pecanex 4	64430	64430	ENSG00000126773
HGNC:8735	PCNXL1~withdrawn	symbol withdrawn, see PCNX1			
HGNC:8737	PCOLC~withdrawn	symbol withdrawn, see BMP1			
HGNC:8738	PCOLCE	procollagen C-endopeptidase enhancer	5118	5118	ENSG00000106333
HGNC:40430	PCOLCE-AS1	PCOLCE antisense RNA 1	100129845	100129845	ENSG00000224729
HGNC:8739	PCOLCE2	procollagen C-endopeptidase enhancer 2	26577	26577	ENSG00000163710
HGNC:8741	PCOS1	polycystic ovary syndrome 1		5120	
HGNC:39839	PCOTH	Pro-X-Gly collagen triple helix like repeat containing	542767	542767	ENSG00000205861
HGNC:39840	PCOTHP1	Pro-X-Gly collagen triple helix like repeat containing pseudogene 1	100287275	100287275	
HGNC:30209	PCP2	Purkinje cell protein 2	126006	126006	ENSG00000174788
HGNC:8742	PCP4	Purkinje cell protein 4	5121	5121	ENSG00000183036
HGNC:20448	PCP4L1	Purkinje cell protein 4 like 1	654790	654790	ENSG00000248485
HGNC:13407	PCPH~withdrawn	symbol withdrawn, see ENTPD5			
HGNC:8743	PCSK1	proprotein convertase subtilisin/kexin type 1	5122	5122	ENSG00000175426
HGNC:17301	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	27344	27344	ENSG00000102109
HGNC:8744	PCSK2	proprotein convertase subtilisin/kexin type 2	5126	5126	ENSG00000125851
HGNC:8745	PCSK3~withdrawn	symbol withdrawn, see FURIN			
HGNC:8746	PCSK4	proprotein convertase subtilisin/kexin type 4	54760	54760	ENSG00000115257
HGNC:8747	PCSK5	proprotein convertase subtilisin/kexin type 5	5125	5125	ENSG00000099139
HGNC:8569	PCSK6	proprotein convertase subtilisin/kexin type 6	5046	5046	ENSG00000140479
HGNC:51448	PCSK6-AS1	PCSK6 antisense RNA 1		105371027	ENSG00000259764
HGNC:8748	PCSK7	proprotein convertase subtilisin/kexin type 7	9159	9159	ENSG00000160613
HGNC:20001	PCSK9	proprotein convertase subtilisin/kexin type 9	255738	255738	ENSG00000169174
HGNC:8752	PCTP	phosphatidylcholine transfer protein	58488	58488	ENSG00000141179
HGNC:20588	PCYOX1	prenylcysteine oxidase 1	51449	51449	ENSG00000116005
HGNC:28477	PCYOX1L	prenylcysteine oxidase 1 like	78991	78991	ENSG00000145882
HGNC:8753	PCYT1~withdrawn	symbol withdrawn, see PCYT1A			
HGNC:8754	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	5130	5130	ENSG00000161217
HGNC:8755	PCYT1B	phosphate cytidylyltransferase 1, choline, beta	9468	9468	ENSG00000102230
HGNC:40431	PCYT1B-AS1	PCYT1B antisense RNA 1		100874088	ENSG00000236836
HGNC:8756	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	5833	5833	ENSG00000185813
HGNC:14634	PDAP1	PDGFA associated protein 1	11333	11333	ENSG00000106244
HGNC:8757	PDB1	Paget disease of bone 1	5131	5131	
HGNC:8758	PDB2~withdrawn	symbol withdrawn, see TNFRSF11A			
HGNC:16032	PDB3~withdrawn	symbol withdrawn, see SQSTM1			
HGNC:16033	PDB4	Paget disease of bone 4	94003	94003	
HGNC:17951	PDB5	Paget disease of bone 5		140777	
HGNC:17952	PDB6	Paget disease of bone 6		140778	
HGNC:8759	PDC	phosducin	5132	5132	ENSG00000116703
HGNC:8760	PDCD1	programmed cell death 1	5133	5133	ENSG00000188389
HGNC:18731	PDCD1LG2	programmed cell death 1 ligand 2	80380	80380	ENSG00000197646
HGNC:8762	PDCD2	programmed cell death 2	5134	5134	ENSG00000071994
HGNC:28194	PDCD2L	programmed cell death 2 like	84306	84306	ENSG00000126249
HGNC:8763	PDCD4	programmed cell death 4	27250	27250	ENSG00000150593
HGNC:27425	PDCD4-AS1	PDCD4 antisense RNA 1	282997	282997	ENSG00000203497
HGNC:8764	PDCD5	programmed cell death 5	9141	9141	ENSG00000105185
HGNC:49885	PDCD5P1	programmed cell death 5 pseudogene 1	100527946	100527946	ENSG00000255909
HGNC:49886	PDCD5P2	programmed cell death 5 pseudogene 2	100527947	100527947	ENSG00000251107
HGNC:8765	PDCD6	programmed cell death 6	10016	10016	ENSG00000249915
HGNC:8766	PDCD6IP	programmed cell death 6 interacting protein	10015	10015	ENSG00000170248
HGNC:49872	PDCD6IPP1	PDCD6IP pseudogene 1	100861430	100861430	ENSG00000275325
HGNC:49873	PDCD6IPP2	PDCD6IP pseudogene 2	646278	646278	ENSG00000261377
HGNC:8767	PDCD7	programmed cell death 7	10081	10081	ENSG00000090470
HGNC:8761	PDCD10	programmed cell death 10	11235	11235	ENSG00000114209
HGNC:13408	PDCD11	programmed cell death 11	22984	22984	ENSG00000148843
HGNC:8770	PDCL	phosducin like	5082	5082	ENSG00000136940
HGNC:29524	PDCL2	phosducin like 2	132954	132954	ENSG00000163440
HGNC:50340	PDCL2P1	phosducin-like 2 pseudogene 1	653707	653707	ENSG00000228610
HGNC:50341	PDCL2P2	phosducin-like 2 pseudogene 2		106480295	ENSG00000255058
HGNC:28860	PDCL3	phosducin like 3	79031	79031	ENSG00000115539
HGNC:31826	PDCL3P1	phosducin-like 3 pseudogene 1	392225	392225	ENSG00000226301
HGNC:31705	PDCL3P2	phosducin-like 3 pseudogene 2	643831	643831	
HGNC:44504	PDCL3P3	phosducin-like 3 pseudogene 3	100132683	100132683	ENSG00000214286
HGNC:44505	PDCL3P4	phosducin-like 3 pseudogene 4	285359	285359	ENSG00000244119
HGNC:44506	PDCL3P5	phosducin-like 3 pseudogene 5	644850	644850	ENSG00000213089
HGNC:44507	PDCL3P6	phosducin-like 3 pseudogene 6	100419023	100419023	ENSG00000224255
HGNC:44508	PDCL3P7	phosducin-like 3 pseudogene 7	390340	390340	ENSG00000256777
HGNC:8771	PDDR~withdrawn	symbol withdrawn, see CYP27B1			
HGNC:8774	PDE1A	phosphodiesterase 1A		5136	ENSG00000115252
HGNC:8775	PDE1B	phosphodiesterase 1B	5153	5153	ENSG00000123360
HGNC:8776	PDE1C	phosphodiesterase 1C	5137	5137	ENSG00000154678
HGNC:8777	PDE2A	phosphodiesterase 2A	5138	5138	ENSG00000186642
HGNC:8778	PDE3A	phosphodiesterase 3A	5139	5139	ENSG00000172572
HGNC:8779	PDE3B	phosphodiesterase 3B	5140	5140	ENSG00000152270
HGNC:8780	PDE4A	phosphodiesterase 4A	5141	5141	ENSG00000065989
HGNC:8781	PDE4B	phosphodiesterase 4B	5142	5142	ENSG00000184588
HGNC:8782	PDE4C	phosphodiesterase 4C	5143	5143	ENSG00000105650
HGNC:8783	PDE4D	phosphodiesterase 4D	5144	5144	ENSG00000113448
HGNC:15580	PDE4DIP	phosphodiesterase 4D interacting protein	9659	9659	ENSG00000178104
